drug_1	drug_2
DB11656	DB00736
DB00295	DB00683
DB00544	DB00724
DB01001	DB00201
DB00947	DB01248
DB08899	DB01045
DB06243	DB00188
DB01262	DB04865
DB06151	DB00907
DB05015	DB08889
DB00927	DB01075
DB00927	DB00819
DB12015	DB14943
DB08889	DB00864
DB00877	DB00331
DB00548	DB00484
DB00443	DB01137
DB00105	DB00482
DB01229	DB11894
DB00764	DB11823
DB11823	DB00935
DB01252	DB00030
DB11973	DB00072
DB00530	DB08877
DB01076	DB11655
DB00641	DB11655
DB00441	DB11794
DB11794	DB00762
DB00515	DB11794
DB00898	DB00281
DB06210	DB00928
DB00497	DB00316
DB00682	DB13136
DB01229	DB11743
DB01268	DB08896
DB09082	DB09076
DB01366	DB01222
DB00393	DB00819
DB00003	DB06151
DB08896	DB06309
DB00586	DB00825
DB00332	DB13139
DB01076	DB14726
DB00661	DB14726
DB00950	DB00908
DB00758	DB14726
DB01294	DB01261
DB01294	DB08882
DB01294	DB01132
DB01294	DB00222
DB00818	DB00292
DB11757	DB01045
DB00296	DB00789
DB00584	DB00575
DB00966	DB00575
DB15113	DB09037
DB00316	DB08882
DB11703	DB00073
DB00706	DB01591
DB00709	DB00495
DB00196	DB00238
DB01225	DB00031
DB00031	DB01109
DB01294	DB00390
DB01294	DB00503
DB01045	DB08882
DB08882	DB01132
DB00316	DB00945
DB00615	DB00238
DB00635	DB00238
DB00916	DB01060
DB00417	DB00916
DB00966	DB00641
DB00945	DB00814
DB00678	DB00641
DB00678	DB00421
DB00851	DB00331
DB00635	DB00741
DB14871	DB08916
DB08885	DB12047
DB00457	DB01273
DB15307	DB01211
DB01167	DB15307
DB00921	DB01234
DB00073	DB00860
DB11824	DB00030
DB15074	DB01004
DB00091	DB16364
DB00966	DB09236
DB01262	DB11581
DB11581	DB00928
DB08899	DB01294
DB00530	DB11763
DB01001	DB00332
DB08899	DB08865
DB08818	DB12768
DB11925	DB09074
DB12218	DB09074
DB00818	DB00652
DB00531	DB06186
DB00297	DB01452
DB12674	DB01101
DB01294	DB00284
DB09020	DB09512
DB12479	DB01137
DB00603	DB00864
DB06681	DB00864
DB06681	DB00603
DB00072	DB14784
DB00484	DB00373
DB00966	DB00178
DB09257	DB00526
DB08903	DB01201
DB01294	DB00683
DB00295	DB08816
DB11074	DB00836
DB00514	DB00281
DB00776	DB00996
DB11595	DB08935
DB11595	DB12887
DB08907	DB00030
DB00999	DB09279
DB00758	DB12204
DB00820	DB01037
DB00398	DB11991
DB00945	DB00788
DB01259	DB08911
DB00722	DB00585
DB01590	DB01254
DB00441	DB06013
DB01181	DB06013
DB08889	DB11648
DB11828	DB05773
DB00612	DB00178
DB00030	DB00104
DB06287	DB06641
DB00682	DB01088
DB00740	DB05266
DB01229	DB11648
DB00002	DB14912
DB15455	DB01234
DB06209	DB00945
DB08907	DB00191
DB00899	DB01050
DB13878	DB13879
DB00683	DB11991
DB01101	DB11763
DB12676	DB00544
DB01362	DB12434
DB00706	DB00820
DB00338	DB13928
DB00338	DB11761
DB01229	DB11714
DB09237	DB00966
DB00515	DB12412
DB00503	DB00945
DB00563	DB01248
DB12077	DB06317
DB06317	DB11754
DB00316	DB01234
DB00333	DB01221
DB04847	DB00682
DB01248	DB12048
DB12483	DB01045
DB01167	DB12483
DB00959	DB00281
DB09143	DB00188
DB08899	DB05812
DB00482	DB01016
DB06091	DB00997
DB01045	DB12001
DB01036	DB00321
DB01248	DB12154
DB08885	DB01270
DB11763	DB08911
DB01167	DB05220
DB12513	DB06186
DB12513	DB09035
DB00928	DB09037
DB08875	DB00072
DB00443	DB00811
DB00277	DB14681
DB12047	DB00997
DB06605	DB00390
DB06605	DB00335
DB00966	DB00758
DB00515	DB00853
DB00921	DB00285
DB00441	DB08871
DB08880	DB00375
DB00571	DB12287
DB04863	DB00213
DB00706	DB00715
DB09053	DB08935
DB09297	DB00811
DB04863	DB00758
DB00921	DB00316
DB05223	DB08877
DB01236	DB01221
DB14989	DB09053
DB08889	DB09053
DB00215	DB06151
DB01104	DB06151
DB11311	DB06605
DB01229	DB11740
DB00490	DB00715
DB12369	DB12015
DB00945	DB00975
DB01229	DB08916
DB00563	DB01097
DB00515	DB11899
DB00388	DB01364
DB13518	DB00736
DB11718	DB12561
DB00296	DB00813
DB00480	DB06317
DB00295	DB00296
DB00398	DB12155
DB14866	DB00398
DB00862	DB00958
DB06335	DB00222
DB11714	DB00928
DB00091	DB06210
DB05013	DB00724
DB00544	DB05013
DB00002	DB12015
DB11942	DB00762
DB00555	DB09119
DB00252	DB09119
DB00681	DB00582
DB00564	DB09119
DB01327	DB00512
DB12108	DB00675
DB11581	DB00987
DB00398	DB08911
DB11952	DB08935
DB09063	DB11730
DB06228	DB00758
DB06228	DB08816
DB00198	DB15277
DB09083	DB01136
DB00959	DB08889
DB08889	DB00635
DB08893	DB01036
DB08893	DB12278
DB08893	DB09262
DB01006	DB00882
DB00441	DB01042
DB11703	DB08935
DB01229	DB08911
DB00441	DB11830
DB15189	DB00928
DB06228	DB00682
DB00441	DB00619
DB11595	DB14958
DB12018	DB00987
DB09077	DB00853
DB01229	DB09079
DB00204	DB00281
DB00204	DB00379
DB00343	DB00218
DB01229	DB09035
DB00230	DB01221
DB00014	DB01006
DB06292	DB01276
DB09037	DB00112
DB00465	DB00316
DB00683	DB00281
DB00284	DB06335
DB00853	DB12155
DB09151	DB09150
DB11680	DB00530
DB00072	DB09037
DB00002	DB09037
DB01167	DB11736
DB00343	DB11736
DB00993	DB15257
DB00361	DB00317
DB01611	DB00563
DB09063	DB01590
DB00457	DB00704
DB00300	DB00630
DB11787	DB00675
DB09035	DB16250
DB12551	DB01247
DB00398	DB14857
DB00445	DB00531
DB01327	DB00281
DB09033	DB00635
DB08907	DB06655
DB09074	DB06699
DB00515	DB00331
DB00108	DB08868
DB06043	DB00997
DB05773	DB06366
DB11717	DB09035
DB15266	DB00002
DB15266	DB05220
DB15266	DB00762
DB01229	DB15266
DB00683	DB01045
DB01167	DB00683
DB09053	DB09035
DB00762	DB09037
DB00441	DB09037
DB00398	DB00451
DB00022	DB00020
DB01590	DB00104
DB00507	DB00581
DB00581	DB00916
DB11828	DB00448
DB00470	DB06151
DB01123	DB03166
DB11791	DB16250
DB11942	DB01234
DB01101	DB12064
DB00009	DB00031
DB00277	DB01656
DB09074	DB04849
DB01167	DB11843
DB00198	DB14974
DB00530	DB11697
DB06091	DB00112
DB01211	DB11823
DB00313	DB00502
DB06287	DB00570
DB00007	DB01006
DB11761	DB00658
DB01195	DB00489
DB00744	DB00945
DB16228	DB09073
DB11945	DB16228
DB12090	DB00002
DB01234	DB01880
DB00482	DB00996
DB01234	DB12155
DB09053	DB12155
DB00188	DB12155
DB12155	DB00619
DB11781	DB01101
DB11793	DB00112
DB00531	DB01030
DB00530	DB12154
DB09053	DB00188
DB09035	DB08911
DB09035	DB08912
DB00633	DB00802
DB00905	DB00373
DB00327	DB00316
DB00105	DB00442
DB00572	DB01400
DB11703	DB09037
DB11717	DB09037
DB11787	DB00853
DB08896	DB00619
DB00338	DB11655
DB01394	DB00563
DB13868	DB09287
DB00073	DB12483
DB00305	DB00019
DB15166	DB01601
DB01229	DB12614
DB00688	DB00188
DB08877	DB14943
DB08877	DB11730
DB15652	DB08934
DB00480	DB08935
DB00773	DB00997
DB00947	DB00928
DB00317	DB12048
DB00296	DB00633
DB00293	DB00762
DB00608	DB00853
DB08899	DB11648
DB09241	DB01438
DB05015	DB11740
DB00515	DB01234
DB00945	DB00006
DB09570	DB00947
DB12780	DB00643
DB08896	DB00526
DB00742	DB09020
DB01248	DB11857
DB06213	DB00853
DB01075	DB00433
DB06812	DB00878
DB00455	DB00019
DB14935	DB01248
DB01273	DB04871
DB09063	DB09035
DB00515	DB06176
DB01259	DB00947
DB06192	DB00441
DB06192	DB00762
DB02546	DB09037
DB12907	DB13178
DB05109	DB09074
DB01269	DB08911
DB11832	DB00928
DB01268	DB09035
DB11828	DB00836
DB00465	DB00297
DB12392	DB00398
DB09053	DB11714
DB14781	DB01248
DB09038	DB08882
DB00493	DB00916
DB00625	DB00300
DB06290	DB08930
DB11666	DB00675
DB01006	DB00929
DB00441	DB00650
DB01229	DB08896
DB09422	DB01399
DB09422	DB01136
DB08935	DB14857
DB09053	DB14857
DB08899	DB12167
DB00008	DB12325
DB00482	DB08439
DB05016	DB01045
DB08908	DB00471
DB05578	DB00530
DB09559	DB12001
DB01229	DB11836
DB01609	DB00987
DB00295	DB09290
DB01024	DB00563
DB01024	DB00091
DB00586	DB00316
DB00316	DB00784
DB01012	DB00630
DB00073	DB12077
DB13873	DB01076
DB01101	DB14993
DB00507	DB01211
DB00398	DB06444
DB11911	DB09035
DB01229	DB12218
DB09035	DB00762
DB06287	DB09035
DB01212	DB01165
DB12411	DB00530
DB01229	DB11595
DB00682	DB12354
DB00297	DB01364
DB00296	DB01236
DB01002	DB00813
DB06448	DB00503
DB08899	DB00014
DB01045	DB11978
DB14086	DB00175
DB14086	DB00641
DB14866	DB12155
DB00338	DB11764
DB00316	DB00878
DB09291	DB00390
DB09291	DB00795
DB09054	DB08877
DB11841	DB09037
DB00947	DB12015
DB01248	DB09037
DB01115	DB00328
DB06674	DB05679
DB00296	DB00575
DB00642	DB09037
DB01229	DB09037
DB01012	DB06285
DB08889	DB00073
DB05578	DB09037
DB12167	DB09559
DB00959	DB01611
DB08862	DB00658
DB08899	DB00644
DB01268	DB12665
DB00072	DB09073
DB06401	DB09073
DB11689	DB08916
DB00390	DB09287
DB09559	DB09037
DB08899	DB11911
DB00571	DB01039
DB00497	DB00633
DB00047	DB01276
DB00297	DB01221
DB01167	DB14961
DB16137	DB12154
DB01167	DB12974
DB12121	DB15227
DB09054	DB15227
DB08899	DB12108
DB06228	DB00302
DB00977	DB04839
DB00327	DB01050
DB00531	DB01234
DB01221	DB00527
DB00635	DB00608
DB00916	DB00512
DB09035	DB12155
DB12155	DB09037
DB06186	DB12155
DB00990	DB00675
DB00904	DB00377
DB11581	DB09053
DB06603	DB00008
DB15439	DB11595
DB01262	DB14796
DB00997	DB00331
DB12018	DB09035
DB00381	DB01609
DB06292	DB04876
DB01129	DB14961
DB00916	DB00438
DB00415	DB00798
DB00073	DB11754
DB00990	DB06334
DB00421	DB00350
DB14866	DB01229
DB14866	DB01268
DB14866	DB01101
DB14866	DB00997
DB14866	DB09035
DB14866	DB09037
DB00653	DB00565
DB00188	DB00175
DB09074	DB11714
DB04849	DB11714
DB00264	DB00193
DB11792	DB04884
DB00682	DB00571
DB00669	DB01020
DB00515	DB00293
DB11771	DB09074
DB01166	DB00669
DB00760	DB01137
DB12615	DB01137
DB00599	DB00728
DB01030	DB11794
DB06534	DB01262
DB12060	DB00958
DB08877	DB14989
DB06626	DB11945
DB01327	DB11077
DB00829	DB00454
DB06366	DB01101
DB00530	DB12141
DB00635	DB09079
DB01002	DB00297
DB08862	DB00331
DB01109	DB00193
DB09035	DB00997
DB00531	DB09035
DB00515	DB09035
DB01236	DB00708
DB00442	DB06299
DB01001	DB00635
DB01236	DB00292
DB14775	DB01045
DB11793	DB08899
DB09078	DB09037
DB09085	DB00296
DB09330	DB11836
DB11627	DB00442
DB11627	DB14126
DB11943	DB00683
DB00586	DB06802
DB00539	DB00331
DB00818	DB00281
DB01236	DB00297
DB00515	DB16354
DB00586	DB00697
DB11595	DB00928
DB00602	DB00518
DB08865	DB11967
DB06206	DB01234
DB00205	DB00608
DB01270	DB06273
DB08865	DB09037
DB06176	DB09037
DB01002	DB00296
DB01115	DB00264
DB01073	DB09053
DB00297	DB00653
DB01229	DB05578
DB00369	DB00958
DB00515	DB16252
DB12050	DB01234
DB12060	DB09035
DB04835	DB08930
DB11363	DB00112
DB01579	DB00907
DB00633	DB01364
DB08899	DB12218
DB01012	DB00700
DB01012	DB00594
DB00684	DB00438
DB00343	DB15031
DB00709	DB08930
DB11735	DB08934
DB05294	DB00947
DB11942	DB00398
DB09031	DB00806
DB01262	DB11697
DB08899	DB06803
DB11074	DB11058
DB12077	DB09035
DB13126	DB00927
DB12483	DB09037
DB00642	DB06328
DB11142	DB06626
DB00515	DB12015
DB00441	DB12836
DB01294	DB09054
DB00575	DB00281
DB00497	DB01221
DB00381	DB00882
DB12325	DB00987
DB11689	DB11714
DB11925	DB11714
DB01003	DB01050
DB00047	DB00030
DB01393	DB04115
DB00843	DB01591
DB05220	DB14935
DB01229	DB14935
DB00950	DB00471
DB00471	DB06282
DB00633	DB00708
DB00736	DB01060
DB00254	DB00736
DB01166	DB00758
DB11945	DB15113
DB00296	DB00281
DB08899	DB11730
DB00515	DB12008
DB12008	DB00002
DB06228	DB00945
DB11182	DB09037
DB08932	DB00820
DB11717	DB12154
DB00398	DB00073
DB00388	DB00325
DB01115	DB00590
DB11698	DB01261
DB09061	DB00349
DB09102	DB00331
DB15262	DB00650
DB01156	DB11823
DB00683	DB11823
DB12121	DB00541
DB15035	DB08935
DB01129	DB12130
DB00899	DB00295
DB05578	DB11714
DB12826	DB00853
DB00480	DB09077
DB00530	DB09035
DB08865	DB09035
DB00695	DB01098
DB09123	DB00882
DB00296	DB00959
DB11817	DB00620
DB00008	DB01101
DB06817	DB01076
DB09288	DB12293
DB00367	DB08867
DB00300	DB12687
DB11907	DB08911
DB00531	DB01006
DB00997	DB00380
DB11945	DB12130
DB08865	DB11945
DB11616	DB00526
DB00515	DB09037
DB01101	DB09037
DB00668	DB00443
DB05123	DB00641
DB05123	DB01076
DB11782	DB09037
DB00818	DB00565
DB00530	DB00317
DB01002	DB01234
DB11526	DB00740
DB00544	DB13145
DB09078	DB08875
DB08828	DB08877
DB08860	DB14974
DB00203	DB00235
DB14765	DB01248
DB08871	DB00762
DB06213	DB00789
DB08885	DB16024
DB00673	DB09290
DB00710	DB00630
DB09053	DB09037
DB00002	DB09053
DB01248	DB09053
DB01590	DB09053
DB01229	DB09053
DB01229	DB11730
DB09035	DB11754
DB00928	DB11754
DB00482	DB00339
DB00482	DB01045
DB00327	DB00297
DB01128	DB09073
DB00302	DB12872
DB12489	DB00958
DB12489	DB09037
DB12489	DB00112
DB00683	DB09029
DB01067	DB08882
DB14892	DB16322
DB11918	DB06186
DB00807	DB01234
DB12674	DB00762
DB15307	DB01098
DB15307	DB00331
DB06317	DB09035
DB01085	DB00807
DB08877	DB00188
DB00602	DB00484
DB08910	DB11714
DB11740	DB11714
DB00727	DB15456
DB00860	DB01137
DB01006	DB09079
DB11836	DB01006
DB01220	DB00537
DB00683	DB12580
DB12253	DB00175
DB01195	DB00390
DB00489	DB00390
DB00073	DB12325
DB12325	DB08935
DB00530	DB08916
DB14935	DB00448
DB00318	DB00316
DB00635	DB00250
DB00930	DB00575
DB00323	DB00526
DB00445	DB00965
DB11595	DB11907
DB01229	DB12376
DB01294	DB01262
DB01167	DB15305
DB05990	DB01076
DB00709	DB01638
DB11569	DB00563
DB11569	DB01677
DB00030	DB00040
DB00899	DB00683
DB16296	DB09035
DB00338	DB09053
DB00882	DB09126
DB00482	DB00795
DB09078	DB08871
DB08899	DB00331
DB11952	DB11581
DB00882	DB00248
DB00829	DB00788
DB01221	DB00728
DB09037	DB12154
DB14867	DB09037
DB00107	DB00653
DB00281	DB01390
DB08828	DB04951
DB00313	DB09035
DB00072	DB11714
DB16153	DB01234
DB01276	DB00377
DB14865	DB00531
DB00813	DB01050
DB00790	DB08896
DB04216	DB01254
DB00709	DB01072
DB00465	DB00813
DB01129	DB12380
DB05773	DB11730
DB00072	DB11730
DB09035	DB14986
DB11936	DB01076
DB00080	DB06590
DB14961	DB01045
DB06228	DB06605
DB14958	DB00112
DB12317	DB14958
DB11713	DB15206
DB09035	DB00853
DB00818	DB00230
DB01177	DB12874
DB00294	DB01050
DB00653	DB00728
DB11581	DB12325
DB05239	DB11581
DB00398	DB00331
DB00388	DB01064
DB00586	DB00855
DB16150	DB09037
DB06043	DB01181
DB00295	DB01002
DB00684	DB00207
DB12001	DB00836
DB14568	DB00928
DB13874	DB00928
DB11697	DB09053
DB05578	DB01101
DB00822	DB01206
DB04948	DB00715
DB00032	DB06825
DB00813	DB00454
DB01262	DB00441
DB00945	DB00213
DB00284	DB01276
DB00860	DB06151
DB00531	DB00073
DB01002	DB00575
DB11569	DB00051
DB13069	DB00112
DB01229	DB00019
DB00999	DB01018
DB01129	DB14785
DB01167	DB01575
DB00437	DB00339
DB00586	DB06774
DB00388	DB00668
DB01045	DB01137
DB00107	DB00571
DB00860	DB01097
DB00482	DB00316
DB00482	DB01017
DB00297	DB00193
DB11730	DB08911
DB09126	DB06719
DB00020	DB09037
DB00678	DB02709
DB00530	DB14765
DB04794	DB03904
DB12483	DB00072
DB11884	DB00928
DB06151	DB04951
DB11595	DB11841
DB01221	DB00555
DB01234	DB13017
DB00999	DB04861
DB00203	DB00882
DB00999	DB00310
DB00695	DB00742
DB00495	DB00238
DB00333	DB12301
DB00734	DB00334
DB08877	DB14867
DB12734	DB09037
DB15266	DB09035
DB12520	DB09035
DB01273	DB06151
DB08871	DB14846
DB11836	DB14935
DB00544	DB11672
DB00697	DB00297
DB00742	DB00825
DB00196	DB15245
DB00582	DB00826
DB00877	DB08885
DB00773	DB14765
DB11911	DB11714
DB15362	DB12015
DB04933	DB05676
DB00318	DB09049
DB06186	DB15773
DB15773	DB09035
DB00482	DB01234
DB00497	DB00297
DB00008	DB08877
DB15211	DB09053
DB06186	DB09037
DB00443	DB00450
DB09052	DB01254
DB06423	DB00526
DB05578	DB12381
DB00588	DB00635
DB00398	DB00945
DB01076	DB12914
DB01118	DB06151
DB00363	DB00331
DB00928	DB12141
DB00073	DB11925
DB04854	DB00437
DB00586	DB00297
DB00290	DB00683
DB00399	DB06643
DB00759	DB00207
DB11656	DB00448
DB11666	DB09053
DB00818	DB00708
DB12062	DB06176
DB00945	DB01137
DB01294	DB09053
DB00904	DB02325
DB11708	DB00331
DB09053	DB12154
DB00471	DB11591
DB06769	DB15044
DB01280	DB14939
DB00927	DB14986
DB00002	DB09035
DB15265	DB01206
DB01611	DB00177
DB00544	DB01234
DB01217	DB01101
DB00361	DB14765
DB00531	DB09037
DB16370	DB00843
DB00281	DB00788
DB01241	DB11362
DB11362	DB01045
DB11901	DB00007
DB15232	DB09035
DB00264	DB00661
DB12101	DB01234
DB00773	DB00537
DB00300	DB01265
DB00882	DB06151
DB00032	DB01006
DB00635	DB01234
DB01294	DB00112
DB00031	DB00758
DB12978	DB11714
DB01119	DB06663
DB00682	DB14849
DB00198	DB00682
DB01101	DB09079
DB11925	DB09053
DB06626	DB06616
DB04896	DB01221
DB11952	DB00188
DB11952	DB06176
DB12050	DB12167
DB12050	DB12001
DB12050	DB12550
DB11717	DB00531
DB05229	DB00945
DB00218	DB00512
DB00438	DB00512
DB12376	DB09053
DB12376	DB09054
DB09275	DB00213
DB01229	DB00834
DB09330	DB09559
DB09330	DB05578
DB00381	DB01098
DB01112	DB01137
DB01112	DB00698
DB00683	DB11362
DB16409	DB09037
DB11595	DB16409
DB14922	DB15035
DB05578	DB06791
DB06243	DB01206
DB09341	DB06703
DB00959	DB14644
DB00829	DB00281
DB00736	DB08896
DB00112	DB11714
DB00203	DB09079
DB00388	DB01002
DB00388	DB00297
DB00361	DB01006
DB09330	DB00112
DB00877	DB04876
DB01045	DB12130
DB00302	DB00929
DB11830	DB11714
DB00218	DB11697
DB09009	DB00668
DB09331	DB11714
DB14928	DB14892
DB01167	DB15773
DB11995	DB00196
DB11995	DB01045
DB11995	DB01167
DB09078	DB01590
DB11836	DB05220
DB09074	DB00762
DB01001	DB06151
DB00742	DB00112
DB11714	DB12048
DB00750	DB00297
DB01167	DB12101
DB12101	DB01045
DB00899	DB00281
DB12483	DB00002
DB01586	DB01039
DB05501	DB09037
DB14765	DB00317
DB13005	DB08871
DB01229	DB13005
DB14939	DB09037
DB00008	DB00034
DB08901	DB00928
DB00465	DB00296
DB15357	DB00209
DB00300	DB08930
DB00727	DB00281
DB09462	DB09038
DB08899	DB12740
DB09079	DB00112
DB11760	DB00853
DB01167	DB12130
DB05258	DB00531
DB12484	DB01262
DB00570	DB00112
DB00980	DB12153
DB14966	DB00053
DB00515	DB11641
DB01045	DB11823
DB11595	DB11581
DB11698	DB00030
DB01233	DB00959
DB11595	DB09074
DB01002	DB00193
DB01294	DB00176
DB00860	DB14916
DB09198	DB09038
DB00520	DB15245
DB09079	DB09037
DB00388	DB12661
DB01229	DB13145
DB09035	DB14857
DB08937	DB09035
DB12008	DB11787
DB01190	DB00257
DB15232	DB01101
DB12296	DB09035
DB01161	DB00813
DB00441	DB14765
DB00186	DB01050
DB00465	DB00996
DB08889	DB14989
DB00051	DB01294
DB11595	DB01101
DB09035	DB00112
DB00563	DB08816
DB12062	DB05015
DB00999	DB00594
DB00016	DB00910
DB00864	DB00188
DB11581	DB08935
DB00051	DB09033
DB00945	DB12131
DB01262	DB11760
DB00295	DB00327
DB08826	DB06151
DB12001	DB00331
DB12001	DB01362
DB00328	DB01050
DB01104	DB00987
DB09150	DB06198
DB11918	DB11595
DB00809	DB00807
DB00958	DB09073
DB00515	DB09073
DB13104	DB11714
DB00806	DB14003
DB00465	DB00281
DB11762	DB00853
DB15286	DB09037
DB00879	DB09299
DB00747	DB00316
DB08816	DB01076
DB01101	DB08896
DB00567	DB00698
DB00191	DB06655
DB00443	DB00860
DB06605	DB01211
DB11945	DB11760
DB00773	DB01234
DB08877	DB09053
DB09078	DB01101
DB11945	DB11841
DB09330	DB12154
DB16370	DB00747
DB08899	DB00499
DB13295	DB00281
DB11950	DB00331
DB15262	DB09035
DB00296	DB00807
DB00807	DB00297
DB00063	DB00758
DB01268	DB00853
DB00899	DB00633
DB01229	DB08899
DB14872	DB15874
DB00317	DB00112
DB00563	DB00853
DB08899	DB00328
DB01418	DB00682
DB01085	DB01050
DB01393	DB01586
DB09150	DB06602
DB01204	DB00060
DB11945	DB00002
DB14776	DB14765
DB01217	DB09073
DB00203	DB04951
DB12147	DB01234
DB00930	DB06777
DB15302	DB09037
DB09033	DB00806
DB11712	DB08820
DB16225	DB00073
DB11945	DB00928
DB16225	DB00002
DB09033	DB00864
DB09330	DB01254
DB01262	DB00928
DB11830	DB09035
DB15036	DB09035
DB06302	DB09035
DB00635	DB05679
DB08907	DB00222
DB08907	DB01261
DB00338	DB15019
DB01045	DB15773
DB01233	DB00904
DB00635	DB09053
DB00482	DB00398
DB01030	DB09037
DB00480	DB09037
DB01050	DB00852
DB14865	DB09037
DB01234	DB00331
DB00966	DB01098
DB00334	DB00377
DB00807	DB00316
DB00924	DB01050
DB00184	DB01276
DB11679	DB00317
DB11828	DB00853
DB01030	DB14765
DB00695	DB01223
DB01590	DB11730
DB14892	DB00398
DB11836	DB00675
DB14865	DB09035
DB00398	DB05136
DB00688	DB00073
DB00904	DB09291
DB00480	DB11581
DB09570	DB00958
DB00531	DB13943
DB01262	DB09037
DB11918	DB09037
DB09132	DB00997
DB01586	DB00331
DB00973	DB11936
DB01104	DB00196
DB08871	DB01045
DB01115	DB01234
DB00678	DB00806
DB11901	DB00644
DB00819	DB00853
DB01211	DB01060
DB00313	DB00996
DB15187	DB01262
DB01590	DB12577
DB00712	DB01209
DB08899	DB11595
DB12290	DB11348
DB09110	DB00531
DB01073	DB14242
DB15031	DB00683
DB11836	DB00331
DB00853	DB09037
DB01262	DB11714
DB00443	DB02300
DB00502	DB00477
DB00851	DB00997
DB00642	DB06616
DB11595	DB09331
DB11595	DB06688
DB00002	DB09073
DB09074	DB09037
DB09035	DB13017
DB00993	DB15100
DB14765	DB00762
DB00207	DB00518
DB00760	DB00601
DB14879	DB00601
DB01064	DB00640
DB01268	DB11945
DB00398	DB01611
DB00740	DB00193
DB09048	DB00377
DB09274	DB06176
DB01254	DB12205
DB00916	DB00994
DB11942	DB00997
DB01211	DB06772
DB01211	DB01248
DB01098	DB13126
DB00421	DB01394
DB11595	DB00220
DB08871	DB09037
DB00813	DB01221
DB00441	DB12483
DB00296	DB00443
DB00190	DB01235
DB00997	DB09037
DB12008	DB09074
DB01229	DB15232
DB00997	DB14786
DB09274	DB12687
DB09287	DB09049
DB09303	DB14901
DB01212	DB00104
DB00687	DB00260
DB00813	DB00316
DB06703	DB00640
DB11896	DB09073
DB11828	DB09073
DB11828	DB08911
DB11828	DB01590
DB00181	DB12930
DB16322	DB00928
DB01262	DB14892
DB01262	DB16322
DB00181	DB01050
DB00697	DB01050
DB00660	DB01050
DB01041	DB08877
DB01248	DB06699
DB00317	DB00331
DB00586	DB00331
DB01229	DB11672
DB00492	DB00175
DB05109	DB11945
DB01098	DB06292
DB15637	DB14765
DB00669	DB11732
DB01167	DB11760
DB01045	DB11760
DB11901	DB06699
DB14892	DB08896
DB01167	DB01611
DB05944	DB01101
DB01294	DB01045
DB01229	DB00293
DB06605	DB00091
DB00864	DB06605
DB09063	DB08911
DB01212	DB01137
DB08382	DB00331
DB01016	DB06292
DB00333	DB00951
DB01128	DB11730
DB01263	DB15245
DB00213	DB15245
DB11942	DB01248
DB06186	DB06091
DB00032	DB00066
DB00207	DB01416
DB14871	DB12001
DB00877	DB00531
DB00818	DB01189
DB04964	DB09035
DB00325	DB01221
DB11105	DB08819
DB00871	DB00297
DB00571	DB00997
DB14329	DB14566
DB00959	DB01076
DB14892	DB12085
DB01262	DB00390
DB14765	DB01101
DB09052	DB01234
DB00254	DB01327
DB11595	DB09035
DB06262	DB00190
DB00254	DB00724
DB00399	DB14778
DB00426	DB00996
DB09330	DB00317
DB14781	DB09037
DB13022	DB12381
DB06043	DB09037
DB04835	DB00331
DB09031	DB01421
DB01421	DB05630
DB01129	DB11978
DB00747	DB01175
DB00398	DB09073
DB12147	DB00196
DB12147	DB01167
DB11800	DB09035
DB01032	DB12978
DB15140	DB09037
DB00388	DB00809
DB00853	DB05136
DB05578	DB00762
DB01128	DB00644
DB15310	DB08910
DB08877	DB12154
DB06774	DB01050
DB11595	DB00958
DB08911	DB09037
DB08875	DB09037
DB00615	DB11751
DB01220	DB00641
DB14769	DB00853
DB00904	DB00708
DB11793	DB01590
DB11595	DB14939
DB11967	DB12978
DB00005	DB06803
DB06176	DB11714
DB09035	DB06643
DB11689	DB09074
DB01590	DB15232
DB00829	DB00683
DB01229	DB12638
DB11967	DB09073
DB01050	DB09214
DB00633	DB00988
DB11595	DB08875
DB09110	DB00086
DB06626	DB09035
DB06228	DB15199
DB11901	DB05812
DB01053	DB00798
DB06322	DB09035
DB00683	DB00297
DB00993	DB01220
DB11841	DB00683
DB00567	DB00916
DB00877	DB00860
DB00642	DB14765
DB05773	DB00853
DB11936	DB09303
DB11595	DB16092
DB11595	DB14912
DB01254	DB00619
DB12820	DB09109
DB01045	DB08930
DB00586	DB00281
DB00586	DB00653
DB11945	DB08875
DB11595	DB08871
DB05239	DB11363
DB09256	DB00853
DB00497	DB00813
DB06817	DB00709
DB06595	DB00987
DB00635	DB14845
DB00544	DB14765
DB00343	DB00198
DB00480	DB11714
DB01077	DB01045
DB00003	DB00009
DB16399	DB01234
DB00388	DB00368
DB00898	DB06151
DB11717	DB00877
DB01129	DB09073
DB11793	DB16186
DB00316	DB00554
DB12340	DB08877
DB00945	DB01050
DB00834	DB09037
DB12018	DB09053
DB09300	DB09020
DB15323	DB06203
DB00682	DB06605
DB00313	DB00186
DB11815	DB09037
DB16388	DB11714
DB12056	DB09037
DB06813	DB09037
DB00947	DB11857
DB00024	DB08911
DB15059	DB01098
DB14009	DB00853
DB16225	DB00928
DB00297	DB00368
DB01262	DB14776
DB01262	DB01234
DB11945	DB16150
DB00877	DB02709
DB14009	DB04871
DB00682	DB06695
DB00921	DB00904
DB04817	DB00193
DB09054	DB09037
DB11945	DB15219
DB09035	DB00928
DB01042	DB09035
DB01167	DB00834
DB01190	DB01327
DB01167	DB12513
