drug_1	drug_2
DB01107	DB05812
DB00243	DB01200
DB00243	DB01204
DB08867	DB05812
DB08867	DB08820
DB08895	DB01232
DB00641	DB00570
DB01260	DB00976
DB01260	DB00977
DB09082	DB06290
DB01039	DB06290
DB01223	DB00898
DB01223	DB00890
DB01047	DB00255
DB00320	DB00178
DB00528	DB00834
DB01394	DB00371
DB01238	DB09118
DB00531	DB09048
DB09075	DB00813
DB09075	DB00810
DB06212	DB09074
DB08901	DB00673
DB00637	DB05521
DB09075	DB01142
DB00264	DB00570
DB09270	DB13179
DB00498	DB06701
DB00575	DB08881
DB06589	DB08896
DB08815	DB00254
DB01045	DB00400
DB06212	DB01200
DB06212	DB01206
DB06212	DB01204
DB00938	DB00320
DB06209	DB06717
DB00872	DB00925
DB00872	DB00924
DB00872	DB00921
DB01181	DB06290
DB04845	DB09048
DB01194	DB00673
DB00696	DB08820
DB00215	DB00446
DB00635	DB01118
DB01394	DB00813
DB01136	DB06700
DB00762	DB01263
DB00470	DB01685
DB06589	DB00176
DB00682	DB01128
DB06016	DB09118
DB00541	DB00790
DB00541	DB00796
DB08860	DB08811
DB06589	DB00175
DB00289	DB06603
DB01182	DB00857
DB00264	DB00960
DB09343	DB00122
DB00612	DB05812
DB00454	DB06717
DB00682	DB00744
DB00872	DB05294
DB00541	DB00421
DB00398	DB00673
DB01254	DB01167
DB09074	DB00188
DB00906	DB00834
DB06616	DB08896
DB05812	DB09118
DB06616	DB00637
DB00528	DB09048
DB09034	DB00196
DB09034	DB00199
DB00814	DB05812
DB01356	DB00554
DB01021	DB00747
DB00997	DB00234
DB01095	DB05521
DB00872	DB01039
DB08808	DB00285
DB00969	DB01211
DB00253	DB01232
DB01183	DB06290
DB01149	DB00722
DB00227	DB00584
DB04946	DB09118
DB01261	DB06290
DB00924	DB00313
DB01224	DB09118
DB00838	DB09070
DB06237	DB00246
DB08896	DB08820
DB00999	DB00908
DB00404	DB00691
DB00381	DB00501
DB00641	DB06228
DB01216	DB00673
DB00335	DB08918
DB00563	DB05676
DB08827	DB00976
DB06335	DB01263
DB00370	DB06603
DB11362	DB01254
DB00503	DB01263
DB00869	DB01254
DB01324	DB00209
DB00559	DB00398
DB00655	DB09070
DB09053	DB01138
DB02709	DB08881
DB00216	DB01254
DB01074	DB00834
DB01120	DB00863
DB00918	DB00976
DB00204	DB00320
DB09049	DB00622
DB06264	DB08881
DB01411	DB01118
DB00624	DB09118
DB06212	DB13179
DB00543	DB00722
DB00252	DB09090
DB06589	DB00371
DB00511	DB01118
DB00872	DB06403
DB00641	DB01211
DB01325	DB00376
DB08907	DB06717
DB06480	DB00317
DB00201	DB01254
DB09128	DB09054
DB06403	DB09048
DB01248	DB06210
DB00956	DB00270
DB00880	DB00245
DB00541	DB00227
DB01142	DB00519
DB01016	DB08880
DB00872	DB00356
DB01238	DB00320
DB09049	DB08827
DB00872	DB00688
DB00872	DB00682
DB00563	DB00415
DB00563	DB00417
DB01220	DB01099
DB00697	DB00401
DB08860	DB00759
DB06616	DB00381
DB00541	DB00915
DB09075	DB01263
DB00872	DB01085
DB09053	DB00745
DB09075	DB01268
DB00860	DB09070
DB04845	DB08820
DB09079	DB01167
DB00872	DB01558
DB00697	DB06819
DB09167	DB12598
DB09049	DB01234
DB00679	DB00889
DB09068	DB00715
DB00637	DB01149
DB08867	DB00661
DB04861	DB00289
DB09270	DB09074
DB00908	DB06717
DB00549	DB06290
DB06589	DB01182
DB09049	DB00541
DB06480	DB00877
DB00916	DB01254
DB00470	DB01232
DB08896	DB06717
DB00635	DB04575
DB00697	DB00389
DB01295	DB04896
DB06697	DB01182
DB00469	DB01032
DB06148	DB09118
DB00563	DB01401
DB00204	DB01211
DB08828	DB00243
DB00831	DB08881
DB01098	DB01435
DB01201	DB00196
DB00896	DB01232
DB01098	DB00741
DB00651	DB00563
DB00734	DB06717
DB09075	DB00675
DB09075	DB00672
DB09270	DB06774
DB00977	DB09048
DB08827	DB01263
DB00872	DB01142
DB00679	DB00412
DB06237	DB04855
DB01182	DB01263
DB00694	DB00834
DB01050	DB09280
DB01198	DB00285
DB01030	DB01182
DB01198	DB00289
DB09270	DB00396
DB00321	DB00542
DB01138	DB08820
DB06605	DB00320
DB06218	DB09118
DB01589	DB06717
DB00617	DB01254
DB01069	DB05812
DB05239	DB00243
DB00641	DB01059
DB05239	DB00246
DB08820	DB00270
DB06697	DB09048
DB00873	DB09054
DB00873	DB01263
DB01222	DB01167
DB09039	DB09048
DB00309	DB00283
DB00946	DB06717
DB00925	DB09118
DB01030	DB00637
DB00250	DB00673
DB01030	DB00635
DB00814	DB01032
DB01220	DB00877
DB00203	DB05521
DB00390	DB00440
DB00252	DB00653
DB00596	DB01232
DB00872	DB09048
DB00622	DB00501
DB00363	DB06700
DB09049	DB01032
DB01166	DB00951
DB00393	DB00320
DB00232	DB09076
DB01095	DB00570
DB01590	DB00199
DB00207	DB09118
DB01590	DB00448
DB08815	DB01263
DB06725	DB01032
DB01283	DB08881
DB01394	DB06212
DB06480	DB00501
DB06480	DB00502
DB06480	DB00503
DB00541	DB01340
DB00808	DB00673
DB01098	DB00584
DB01624	DB00188
DB01220	DB00796
DB01166	DB01232
DB00872	DB04868
DB00215	DB06413
DB00264	DB00268
DB01394	DB00683
DB00497	DB01254
DB08932	DB08820
DB00349	DB00834
DB00969	DB08873
DB01590	DB00831
DB01590	DB00836
DB01590	DB00834
DB06212	DB00973
DB06212	DB00976
DB00865	DB09048
DB01246	DB00440
DB00559	DB00320
DB00635	DB06290
DB00503	DB09048
DB01186	DB06290
DB00852	DB06603
DB06016	DB06603
DB01037	DB01357
DB00683	DB00212
DB01179	DB09118
DB06616	DB00196
DB06616	DB00193
DB06616	DB00199
DB08860	DB00270
DB01615	DB00254
DB00544	DB00916
DB01615	DB00250
DB00524	DB00424
DB06589	DB01685
DB01320	DB06701
DB09273	DB00863
DB00908	DB06697
DB01215	DB00503
DB00268	DB00655
DB09049	DB00997
DB00946	DB01026
DB00223	DB00890
DB00679	DB06603
DB01394	DB08896
DB00850	DB00673
DB01098	DB00281
DB00588	DB06717
DB01431	DB09118
DB01149	DB06335
DB00872	DB05351
DB08867	DB06717
DB06589	DB00934
DB08918	DB09048
DB01036	DB00570
DB04938	DB00622
DB06626	DB08881
DB06626	DB08880
DB01435	DB01589
DB00175	DB05521
DB00243	DB09040
DB00628	DB09118
DB00912	DB06717
DB00591	DB01357
DB06212	DB00502
DB06212	DB00501
DB00679	DB00598
DB00997	DB06290
DB00515	DB08880
DB00515	DB08881
DB00598	DB01149
DB00836	DB08820
DB00240	DB06717
DB09270	DB01232
DB09270	DB01234
DB00641	DB00281
DB09143	DB09054
DB00679	DB00627
DB00850	DB01117
DB00679	DB00623
DB06176	DB00976
DB00683	DB09048
DB01095	DB01137
DB01021	DB00670
DB08907	DB08820
DB01297	DB06700
DB01222	DB00199
DB01222	DB00196
DB00997	DB00921
DB01035	DB00501
DB06616	DB01026
DB06605	DB00176
DB06204	DB00834
DB09039	DB00476
DB09289	DB00313
DB00641	DB01628
DB09075	DB00970
DB00897	DB00677
DB06216	DB00834
DB09078	DB08820
DB00370	DB06335
DB01220	DB01204
DB00390	DB01611
DB09053	DB00396
DB00390	DB07615
DB00736	DB00673
DB00768	DB06290
DB00908	DB08873
DB00549	DB09118
DB00470	DB05521
DB00277	DB00822
DB09289	DB06203
DB00208	DB06603
DB00349	DB00673
DB00918	DB06290
DB00420	DB00908
DB00635	DB09054
DB01094	DB08881
DB00393	DB04855
DB01220	DB06616
DB01110	DB00834
DB01142	DB00691
DB09049	DB00246
DB01013	DB09054
DB00398	DB01232
DB00541	DB00715
DB08860	DB08896
DB09079	DB00196
DB00227	DB09048
DB09075	DB00401
DB00264	DB01075
DB00264	DB01076
DB00697	DB00806
DB00647	DB09118
DB06480	DB00773
DB09555	DB08820
DB00591	DB01118
DB04861	DB01149
DB00604	DB00834
DB00428	DB00300
DB01068	DB00834
DB01128	DB06717
DB00831	DB01611
DB01166	DB00736
DB01182	DB00343
DB01062	DB06290
DB00243	DB00196
DB00136	DB01254
DB08907	DB00673
DB00231	DB06717
DB01394	DB01340
DB06212	DB00834
DB00880	DB12278
DB08860	DB00599
DB06212	DB01129
DB01142	DB00178
DB01356	DB00881
DB00370	DB09477
DB09079	DB00675
DB09079	DB00678
DB00227	DB00501
DB00227	DB00503
DB01220	DB08827
DB00946	DB01182
DB00683	DB00006
DB00264	DB09049
DB00207	DB06717
DB00471	DB08820
DB11581	DB09118
DB00222	DB00834
DB00297	DB01580
DB09075	DB08816
DB00655	DB08881
DB09128	DB04871
DB00288	DB01167
DB06480	DB00967
DB09270	DB00570
DB00215	DB08881
DB00700	DB04868
DB04938	DB09118
DB00320	DB01026
DB09080	DB08881
DB08867	DB00208
DB00588	DB01357
DB08867	DB00203
DB01151	DB01261
DB00999	DB00986
DB06739	DB01032
DB00393	DB00196
DB00393	DB00199
DB08992	DB00196
DB00175	DB00973
DB00324	DB06290
DB00547	DB01118
DB04920	DB06603
DB00195	DB01182
DB00390	DB00812
DB00390	DB00814
DB00946	DB00916
DB01590	DB01167
DB00310	DB00496
DB00953	DB08881
DB08875	DB00673
DB00401	DB01026
DB00208	DB00834
DB00169	DB09118
DB00393	DB09118
DB01071	DB06603
DB00918	DB09054
DB09272	DB01241
DB09039	DB00622
DB06813	DB08984
DB00641	DB00741
DB00641	DB00745
DB00897	DB09075
DB00180	DB04575
DB08820	DB00619
DB00909	DB08820
DB00425	DB06717
DB01220	DB00361
DB00656	DB00503
DB01181	DB00834
DB06589	DB09118
DB11817	DB08880
DB09166	DB01149
DB00622	DB08820
DB06292	DB06290
DB00281	DB00598
DB04861	DB01012
DB01394	DB01104
DB01394	DB01100
DB08918	DB06717
DB08906	DB08881
DB00897	DB06335
DB01320	DB01074
DB00784	DB05812
DB01030	DB08880
DB00925	DB08820
DB09091	DB01149
DB00864	DB04920
DB00524	DB00810
DB00872	DB00843
DB01590	DB00351
DB00252	DB00231
DB08901	DB05812
DB00839	DB00501
DB00470	DB01101
DB00264	DB06700
DB00264	DB06701
DB01215	DB01026
DB01242	DB06290
DB00216	DB00196
DB00904	DB06290
DB00213	DB05812
DB00697	DB00300
DB06480	DB01162
DB04844	DB00503
DB00216	DB09074
DB09068	DB06290
DB01156	DB06717
DB00744	DB00834
DB00774	DB06702
DB00175	DB01254
DB00175	DB01253
DB00675	DB09167
DB01324	DB01199
DB00339	DB05812
DB09034	DB01211
DB08867	DB00320
DB00297	DB00673
DB00543	DB06695
DB00541	DB00503
DB01410	DB04575
DB00559	DB05812
DB00744	DB06717
DB01149	DB09477
DB00571	DB09118
DB00368	DB01156
DB01098	DB01217
DB00475	DB06603
DB00706	DB00857
DB00829	DB08820
DB00436	DB00908
DB00726	DB06290
DB00335	DB01149
DB09270	DB00316
DB00297	DB01254
DB01166	DB06268
DB01085	DB08820
DB01349	DB01254
DB12598	DB01032
DB01092	DB00908
DB00762	DB09118
DB00977	DB08881
DB06589	DB06717
DB00924	DB00212
DB00813	DB01254
DB06637	DB00501
DB00404	DB00790
DB00320	DB00542
DB00563	DB13167
DB00356	DB00834
DB06480	DB01204
DB06480	DB01200
DB01149	DB06605
DB08912	DB08880
DB01196	DB09048
DB00498	DB01110
DB00227	DB06717
DB11817	DB09048
DB00921	DB06717
DB00872	DB08931
DB00872	DB08932
DB00175	DB00834
DB09039	DB00976
DB00390	DB00991
DB01173	DB06717
DB00850	DB01589
DB00175	DB00780
DB09053	DB01275
DB00347	DB00673
DB00344	DB01197
DB00864	DB00446
DB00956	DB00227
DB01021	DB00340
DB00540	DB06203
DB09167	DB06700
DB09143	DB00320
DB00394	DB01026
DB08922	DB00673
DB00199	DB01589
DB01590	DB01394
DB00204	DB00594
DB06813	DB06196
DB08860	DB00997
DB09128	DB01012
DB00277	DB05812
DB00697	DB01357
DB09083	DB00289
DB00641	DB04898
DB09083	DB00285
DB00201	DB08881
DB00188	DB01232
DB00906	DB08820
DB00820	DB01118
DB09143	DB01149
DB01105	DB06290
DB00872	DB00252
DB01098	DB00502
DB01098	DB00503
DB01030	DB00570
DB01394	DB00176
DB00860	DB00890
DB00335	DB00986
DB06218	DB01101
DB01220	DB01197
DB00223	DB01026
DB06616	DB00264
DB09053	DB00661
DB00390	DB00768
DB09075	DB01037
DB09075	DB01032
DB01359	DB00472
DB00544	DB08881
DB00679	DB00967
DB00289	DB05812
DB06155	DB00834
DB01590	DB00254
DB00838	DB00976
DB04871	DB01254
DB00933	DB00608
DB01394	DB00234
DB01320	DB00208
DB00969	DB01167
DB00332	DB00673
DB01224	DB01211
DB01394	DB00921
DB01220	DB08873
DB00425	DB01254
DB00363	DB05812
DB00682	DB01232
DB09270	DB00921
DB00880	DB01591
DB00398	DB08873
DB00436	DB00209
DB06212	DB00673
DB06212	DB00675
DB12483	DB08820
DB00541	DB01069
DB00541	DB00338
DB01100	DB01167
DB00541	DB00335
DB00499	DB09118
DB06212	DB00588
DB00571	DB00908
DB00563	DB07615
DB06626	DB09048
DB01595	DB08820
DB04938	DB01254
DB09030	DB09118
DB00997	DB00976
DB09279	DB01026
DB09128	DB01026
DB00193	DB01211
DB00310	DB01199
DB05239	DB09074
DB00997	DB06210
DB00320	DB04876
DB13179	DB09118
DB00959	DB04575
DB06616	DB00703
DB06616	DB00704
DB06605	DB00243
DB00696	DB00584
DB00641	DB00201
DB01356	DB00790
DB01356	DB00796
DB01356	DB00795
DB08867	DB09054
DB08931	DB00178
DB00521	DB08918
DB00912	DB01263
DB01156	DB01254
DB00227	DB01340
DB00227	DB01348
DB00864	DB09118
DB00398	DB09280
DB01166	DB08828
DB01149	DB00834
DB00227	DB00691
DB01030	DB00773
DB00889	DB05812
DB00248	DB06203
DB09083	DB00619
DB09078	DB09118
DB08860	DB09054
DB01095	DB06290
DB11581	DB08820
DB09167	DB00006
DB09053	DB00316
DB00470	DB00227
DB06209	DB09048
DB00216	DB00270
DB06813	DB00605
DB06813	DB00608
DB00393	DB00203
DB00617	DB06717
DB00175	DB00668
DB00458	DB00492
DB01098	DB06268
DB00584	DB00673
DB01220	DB06697
DB12483	DB01254
DB01097	DB05812
DB00846	DB01026
DB00813	DB09118
DB00204	DB00254
DB01232	DB06216
DB00370	DB00006
DB09143	DB00176
DB06148	DB06290
DB09143	DB05521
DB06589	DB00281
DB01136	DB08881
DB00541	DB01268
DB00541	DB01263
DB06216	DB09118
DB01220	DB00694
DB01220	DB00690
DB08931	DB01340
DB08931	DB01348
DB01098	DB00334
DB01238	DB00215
DB01130	DB06717
DB08895	DB01118
DB01320	DB08992
DB09075	DB00227
DB01392	DB00321
DB01182	DB00196
DB00908	DB00400
DB00872	DB00773
DB01394	DB09462
DB00608	DB00673
DB00697	DB00715
DB00477	DB00673
DB00918	DB00182
DB00547	DB09118
DB06616	DB00091
DB09034	DB00227
DB00637	DB08820
DB00363	DB00215
DB00215	DB00273
DB00501	DB01156
DB00969	DB00834
DB08918	DB01211
DB00281	DB06603
DB00252	DB00528
DB00700	DB00254
DB00668	DB01156
DB09270	DB08811
DB09270	DB08815
DB09270	DB08816
DB01392	DB01142
DB00946	DB01101
DB09123	DB09048
DB00904	DB00834
DB06605	DB01026
DB00628	DB08820
DB06212	DB06287
DB01037	DB00823
DB00454	DB06603
DB00838	DB00783
DB01045	DB08820
DB01126	DB01254
DB00553	DB09048
DB08867	DB00289
DB00872	DB00612
DB01591	DB09118
DB09075	DB08896
DB09075	DB08899
DB00289	DB00908
DB01224	DB01026
DB06480	DB00875
DB00818	DB09118
DB09049	DB09054
DB00547	DB01263
DB00924	DB00881
DB00215	DB09048
DB00908	DB01157
DB00564	DB00437
DB01068	DB09118
DB06403	DB08880
DB00655	DB00834
DB00245	DB05812
DB08931	DB06695
DB08875	DB01232
DB00207	DB06290
DB00938	DB09118
DB01250	DB01032
DB00604	DB01243
DB00864	DB09054
DB01030	DB01340
DB00656	DB09048
DB00679	DB00703
DB08931	DB00691
DB00641	DB00435
DB01029	DB08881
DB01356	DB01435
DB00420	DB01117
DB01200	DB06228
DB00393	DB08820
DB00370	DB00790
DB00696	DB00790
DB09270	DB00734
DB00540	DB00834
DB00741	DB08881
DB00687	DB01167
DB01030	DB00921
DB00498	DB04855
DB09053	DB00435
DB00999	DB00376
DB01232	DB01167
DB00683	DB01254
DB00724	DB08881
DB01062	DB09054
DB01396	DB00207
DB00417	DB01032
DB08860	DB02709
DB06813	DB01050
DB00622	DB09118
DB00367	DB06290
DB00390	DB00688
DB00425	DB01110
DB00390	DB00519
DB00232	DB00747
DB08910	DB09167
DB08815	DB06290
DB00356	DB05812
DB06210	DB01609
DB09039	DB08873
DB09049	DB01142
DB09049	DB01149
DB01303	DB08881
DB09049	DB00810
DB01223	DB00655
DB09053	DB01095
DB09079	DB09054
DB00559	DB04855
DB01590	DB00683
DB00774	DB00670
DB01114	DB06603
DB01590	DB00537
DB01590	DB00531
DB00682	DB06268
DB01325	DB09076
DB00541	DB01182
DB06155	DB06290
DB00872	DB00153
DB09049	DB00361
DB00571	DB08918
DB00420	DB01254
DB11817	DB00243
DB09079	DB00091
DB01558	DB00501
DB00541	DB00586
DB00541	DB00584
DB09068	DB09048
DB01238	DB00976
DB00175	DB02709
DB01394	DB00440
DB00497	DB09118
DB01394	DB00448
DB08816	DB00673
DB00872	DB01200
DB00808	DB09048
DB06616	DB00972
DB06616	DB00970
DB00700	DB09048
DB05351	DB06717
DB06616	DB00975
DB00436	DB00986
DB09166	DB01263
DB00243	DB00091
DB00724	DB05812
DB00285	DB06603
DB06237	DB08820
DB01175	DB06603
DB00563	DB00179
DB00528	DB08873
DB00363	DB04896
DB00872	DB00637
DB00872	DB00636
DB00872	DB00635
DB00571	DB06700
DB01215	DB01263
DB01118	DB05812
DB01136	DB00227
DB01166	DB00169
DB09079	DB00537
DB01076	DB00492
DB00441	DB00243
DB00938	DB01232
DB00726	DB04876
DB00337	DB08820
DB00549	DB09048
DB00679	DB00857
DB06237	DB09054
DB06237	DB01263
DB08918	DB00976
DB00980	DB00622
DB00850	DB01254
DB09270	DB00637
DB00999	DB00572
DB01013	DB00783
DB01076	DB05812
DB01222	DB01357
DB01107	DB06603
DB01219	DB08820
DB00655	DB00977
DB00731	DB09118
DB01621	DB00834
DB00471	DB06717
DB01253	DB00673
DB08860	DB00912
DB00248	DB00722
DB00696	DB01263
DB00170	DB01609
DB08912	DB00834
DB00596	DB00890
DB09075	DB00678
DB08882	DB00503
DB00394	DB01149
DB00188	DB00673
DB09078	DB00834
DB01100	DB04868
DB00243	DB01595
DB09343	DB00206
DB01166	DB05246
DB00641	DB00661
DB09289	DB00881
DB00363	DB08918
DB08896	DB01026
DB00264	DB01426
DB06335	DB00208
DB00997	DB00508
DB06616	DB01254
DB06616	DB01253
DB01110	DB09048
DB00997	DB00502
DB09030	DB01232
DB01030	DB00683
DB00444	DB00673
DB00316	DB00834
DB00872	DB01128
DB00872	DB01129
DB00498	DB00544
DB00872	DB01126
DB00873	DB01167
DB00997	DB01142
DB00997	DB01149
DB01092	DB01611
DB00264	DB00482
DB00938	DB04868
DB00396	DB08820
DB00390	DB00492
DB00655	DB00783
DB01166	DB00363
DB00252	DB00176
DB01182	DB09118
DB06480	DB01045
DB04855	DB01026
DB00999	DB00810
DB00755	DB01589
DB00675	DB09048
DB01201	DB03793
DB00497	DB08820
DB09555	DB00834
DB08875	DB05521
DB06212	DB04855
DB00264	DB00818
DB00243	DB00970
DB00243	DB00976
DB00243	DB00975
DB00541	DB01394
DB00540	DB06603
DB00541	DB00624
DB00541	DB00623
DB00541	DB00622
DB01356	DB13783
DB01100	DB01254
DB00203	DB01261
DB00203	DB01263
DB08867	DB00176
DB06016	DB08820
DB01098	DB01151
DB09075	DB00537
DB00880	DB00392
DB01098	DB00820
DB01098	DB00829
DB01166	DB01110
DB00243	DB00351
DB01166	DB01118
DB00619	DB00176
DB01394	DB00637
DB06480	DB00608
DB06616	DB00836
DB06616	DB00834
DB01039	DB00673
DB06616	DB00831
DB00563	DB00814
DB00563	DB00812
DB01624	DB09054
DB06616	DB00780
DB06480	DB01232
DB06212	DB01016
DB09270	DB00188
DB01356	DB00712
DB00641	DB00989
DB01186	DB09048
DB00204	DB01110
DB00496	DB09054
DB00683	DB00790
DB01142	DB00006
DB09053	DB04868
DB00524	DB09076
DB01253	DB01026
DB09075	DB01110
DB01380	DB04575
DB06697	DB06603
DB00706	DB08873
DB00617	DB09048
DB09083	DB09048
DB09039	DB00254
DB04938	DB01589
DB09270	DB00404
DB00541	DB01400
DB06813	DB00573
DB00872	DB08873
DB00872	DB08875
DB00203	DB00673
DB00751	DB05812
DB00404	DB00503
DB09389	DB08873
DB00393	DB00285
DB09083	DB00872
DB01393	DB08820
DB00699	DB06603
DB01224	DB08820
DB06813	DB00688
DB00679	DB01149
DB08815	DB00208
DB00679	DB01142
DB00663	DB04575
DB00541	DB00834
DB01232	DB06290
DB08820	DB01149
DB01222	DB00783
DB00443	DB01211
DB00912	DB01026
DB09143	DB00246
DB00317	DB09118
DB09143	DB00243
DB00546	DB00673
DB06684	DB00619
DB08828	DB01254
DB01246	DB01611
DB01222	DB00255
DB01222	DB00254
DB01184	DB00243
DB00540	DB00722
DB01184	DB00246
DB00309	DB00661
DB00898	DB05812
DB01238	DB06603
DB00175	DB01628
DB00243	DB01253
DB00687	DB01118
DB00467	DB01032
DB06589	DB00201
DB06589	DB00207
DB06589	DB00206
DB00758	DB00243
DB09039	DB00752
DB00622	DB00834
DB06203	DB01254
DB01030	DB00234
DB00839	DB00196
DB00872	DB00448
DB00390	DB01399
DB00872	DB00440
DB00872	DB00444
DB00390	DB01397
DB01220	DB09054
DB01174	DB00243
DB00297	DB01359
DB01394	DB00343
DB01394	DB00344
DB00451	DB06717
DB09053	DB00588
DB01195	DB00819
DB06212	DB01254
DB06212	DB01253
DB00541	DB00863
DB09091	DB00783
DB08815	DB00196
DB00641	DB00398
DB09079	DB01016
DB00364	DB00910
DB09343	DB00988
DB09343	DB00987
DB00897	DB01211
DB06702	DB00673
DB06700	DB09118
DB08815	DB00227
DB06212	DB00860
DB00253	DB01149
DB00759	DB09048
DB01320	DB00322
DB08827	DB08873
DB01142	DB04876
DB00524	DB01036
DB09270	DB08896
DB00361	DB06290
DB00872	DB06155
DB01136	DB01254
DB00808	DB00967
DB01013	DB01118
DB09049	DB00470
DB09049	DB00472
DB01410	DB08820
DB09049	DB00477
DB09068	DB09167
DB00637	DB01254
DB00539	DB08881
DB00762	DB01232
DB00373	DB08881
DB01045	DB09118
DB01047	DB08873
DB00203	DB00677
DB00872	DB00745
DB00641	DB00647
DB08860	DB08820
DB08860	DB08827
DB01179	DB06290
DB05039	DB09118
DB00541	DB09118
DB00541	DB00472
DB08877	DB00834
DB09241	DB01117
DB01098	DB00989
DB00700	DB00203
DB00243	DB00831
DB01418	DB09048
DB01098	DB00675
DB01098	DB00677
DB04938	DB01118
DB00682	DB00736
DB09026	DB06717
DB01062	DB06717
DB00731	DB05812
DB00227	DB04855
DB08860	DB01234
DB08860	DB01232
DB06594	DB00300
DB06287	DB09118
DB01100	DB00715
DB01411	DB09054
DB09074	DB00208
DB06616	DB00661
DB01076	DB01211
DB06616	DB00668
DB06616	DB00669
DB09270	DB00227
DB01149	DB05812
DB00255	DB08881
DB08873	DB00673
DB01253	DB00542
DB00543	DB05265
DB08895	DB05521
DB06777	DB08820
DB13179	DB06717
DB04861	DB08893
DB00997	DB00195
DB00997	DB00196
DB09039	DB00199
DB00873	DB01357
DB09039	DB00196
DB00997	DB00199
DB09039	DB00195
DB01591	DB00673
DB00204	DB04868
DB01015	DB00673
DB00641	DB06210
DB00295	DB06603
DB00498	DB00338
DB00514	DB05812
DB06605	DB09280
DB01254	DB09048
DB00390	DB00605
DB00983	DB06603
DB00390	DB00608
DB00470	DB00503
DB00227	DB05265
DB00344	DB00006
DB00347	DB09048
DB00496	DB06717
DB00530	DB01263
DB00641	DB00820
DB00956	DB09074
DB09289	DB12598
DB00540	DB09118
DB00175	DB01128
DB01590	DB00608
DB00559	DB00673
DB01192	DB06603
DB08877	DB01211
DB01325	DB01591
DB01411	DB01149
DB09049	DB00678
DB06212	DB01167
DB00204	DB00351
DB09049	DB00672
DB09049	DB00673
DB00458	DB00178
DB08873	DB01263
DB09128	DB00420
DB09075	DB06212
DB00641	DB00178
DB01076	DB06335
DB00818	DB00834
DB04868	DB09054
DB09026	DB01026
DB00344	DB00584
DB00337	DB06717
DB00277	DB06290
DB01030	DB00371
DB00349	DB08881
DB06684	DB00176
DB00443	DB08881
DB00213	DB00196
DB06480	DB00344
DB00364	DB01070
DB01114	DB08820
DB01062	DB01026
DB00872	DB06777
DB00281	DB04861
DB00281	DB00521
DB09079	DB00243
DB09049	DB08873
DB08860	DB00780
DB00482	DB00834
DB00842	DB09048
DB05294	DB06717
DB01200	DB01348
DB00969	DB00976
DB00697	DB00188
DB09555	DB00673
DB00158	DB06210
DB09049	DB01263
DB01030	DB13179
DB00588	DB00655
DB00175	DB00763
DB00524	DB01173
DB06228	DB00243
DB00641	DB09054
DB00694	DB09118
DB08918	DB09280
DB12483	DB00834
DB00264	DB06800
DB00404	DB01261
DB00983	DB00834
DB00563	DB00608
DB00950	DB01167
DB11817	DB06717
DB00277	DB01357
DB01223	DB01254
DB00603	DB01118
DB01324	DB00496
DB00266	DB00916
DB01238	DB00673
DB00243	DB00661
DB01193	DB04896
DB00243	DB00669
DB09128	DB06290
DB00591	DB09070
DB01076	DB01406
DB09128	DB01118
DB00402	DB09118
DB00679	DB00427
DB00252	DB01215
DB00390	DB01118
DB00461	DB08881
DB01100	DB00908
DB00990	DB06717
DB00916	DB06717
DB00390	DB06335
DB00724	DB01254
DB01095	DB01085
DB00696	DB00691
DB09128	DB00243
DB09128	DB00246
DB00227	DB00542
DB00309	DB08873
DB00277	DB00673
DB06605	DB00661
DB00622	DB05812
DB00596	DB06717
DB08820	DB00243
DB00398	DB09048
DB00643	DB00501
DB01100	DB08820
DB01118	DB09118
DB00180	DB00890
DB06335	DB00289
DB06335	DB00283
DB06335	DB00285
DB00620	DB00890
DB04846	DB09048
DB06813	DB01397
DB08815	DB00091
DB00655	DB00255
DB01591	DB09048
DB00543	DB08882
DB08910	DB09048
DB04845	DB01118
DB00252	DB00683
DB01214	DB01182
DB01166	DB00909
DB01320	DB00176
DB01333	DB01032
DB00370	DB01197
DB01095	DB00541
DB01590	DB00472
DB01590	DB00470
DB01590	DB00477
DB01409	DB00834
DB00524	DB01409
DB01166	DB08820
DB06684	DB01149
DB00604	DB08881
DB00309	DB00208
DB00309	DB00203
DB00972	DB09048
DB01098	DB09477
DB00264	DB01149
DB00264	DB01142
DB06589	DB00590
DB01220	DB00457
DB01220	DB00455
DB00248	DB09477
DB00472	DB09118
DB01220	DB00458
DB06480	DB00683
DB01407	DB01609
DB00864	DB06717
DB00334	DB00243
DB06589	DB00623
DB06589	DB00622
DB01166	DB09054
DB00872	DB04855
DB00575	DB05812
DB01098	DB00207
DB05015	DB00243
DB00264	DB00234
DB00281	DB00195
DB01166	DB01191
DB01182	DB00270
DB00563	DB00233
DB00688	DB05812
DB00540	DB08820
DB00872	DB00575
DB00872	DB00571
DB00363	DB00501
DB08828	DB08820
DB01590	DB00863
DB01166	DB04920
DB00091	DB01197
DB06212	DB01095
DB00813	DB01118
DB04868	DB01182
DB00628	DB00834
DB11362	DB05812
DB08931	DB09477
DB00768	DB01032
DB00539	DB06290
DB01045	DB00834
DB01115	DB01254
DB01418	DB01026
DB08860	DB00246
DB08860	DB00248
DB09166	DB09118
DB01356	DB00972
DB08931	DB01261
DB01037	DB00957
DB00999	DB00747
DB00404	DB06203
DB00651	DB00806
DB09039	DB00834
DB00404	DB00584
DB05676	DB06717
