drug1	drug1_name	drug2	drug2_name	common_disease	common_disease_name
DB09079	nintedanib	DB09037	Pembrolizumab	C0007131	Non-Small Cell Lung Carcinoma
DB00999	hydrochlorothiazide	DB00594	amiloride	C0020538	Hypertensive disease
DB00999	hydrochlorothiazide	DB00594	amiloride	C0018802	congestive heart failure
DB00999	hydrochlorothiazide	DB00594	amiloride	C0013604	edema
DB11581	venetoclax	DB08935	obinutuzumab	C0023434	chronic lymphocytic leukemia (CLL)
DB00051	Adalimumab	DB09033	vedolizumab	C0009324	ulcerative colitis
DB00051	Adalimumab	DB09033	vedolizumab	C0010346	Crohn's disease
DB00295	Morphine	DB00327	Hydromorphone	C0030193	Pain
DB00328	indomethacin	DB01050	ibuprofen	C0018099	gout
DB00328	indomethacin	DB01050	ibuprofen	C0038013	ankylosing spondylitis
DB00328	indomethacin	DB01050	ibuprofen	C0029408	osteoarthritis
DB00328	indomethacin	DB01050	ibuprofen	C0003873	rheumatoid arthritis
DB00747	scopolamine	DB00316	paracetamol	C2607914	Allergic Rhinitis (Disorder)
DB08816	ticagrelor	DB01076	atorvastatin	C0027051	Myocardial Infarction
DB08816	ticagrelor	DB01076	atorvastatin	C0948089	acute coronary syndrome (ACS)
DB08816	ticagrelor	DB01076	atorvastatin	C0038454	stroke
DB01101	capecitabine	DB08896	regorafenib	C1527249	colorectal cancer
DB00191	phentermine	DB06655	liraglutide	C0028754	obesity
DB00443	betamethasone	DB00860	prednisolone	C0005138	Berylliosis
DB00443	betamethasone	DB00860	prednisolone	C0030807	Pemphigus
DB00443	betamethasone	DB00860	prednisolone	C0011616	contact dermatitis
DB00443	betamethasone	DB00860	prednisolone	C0037274	Dermatologic disorders
DB00443	betamethasone	DB00860	prednisolone	C0026948	Mycosis Fungoides
DB00443	betamethasone	DB00860	prednisolone	C0003872	psoriatic arthritis
DB00443	betamethasone	DB00860	prednisolone	C0039103	Synovitis
DB00443	betamethasone	DB00860	prednisolone	C0033860	psoriasis
DB00443	betamethasone	DB00860	prednisolone	C0019829	Hodgkin's lymphoma
DB00443	betamethasone	DB00860	prednisolone	C0020517	Hypersensitivity
DB00443	betamethasone	DB00860	prednisolone	C0021390	inflammatory bowel disease
DB00443	betamethasone	DB00860	prednisolone	C0001627	congenital adrenal hyperplasia
DB00443	betamethasone	DB00860	prednisolone	C0002994	angioedema
DB00443	betamethasone	DB00860	prednisolone	C0023052	Laryngeal Edema
DB00443	betamethasone	DB00860	prednisolone	C0036508	seborrheic dermatitis
DB00443	betamethasone	DB00860	prednisolone	C0038013	ankylosing spondylitis
DB00443	betamethasone	DB00860	prednisolone	C0015397	Disorder of eye
DB00443	betamethasone	DB00860	prednisolone	C0027726	nephrotic syndrome
DB00443	betamethasone	DB00860	prednisolone	C0024301	follicular lymphoma
DB00443	betamethasone	DB00860	prednisolone	C0002875	Cooley's anemia
DB00443	betamethasone	DB00860	prednisolone	C0003873	rheumatoid arthritis
DB00443	betamethasone	DB00860	prednisolone	C0013604	edema
DB00443	betamethasone	DB00860	prednisolone	C0024305	non-Hodgkin lymphoma (NHL)
DB00443	betamethasone	DB00860	prednisolone	C0024141	Lupus Erythematosus, Systemic
DB00443	betamethasone	DB00860	prednisolone	C0006114	Cerebral Edema
DB00443	betamethasone	DB00860	prednisolone	C1260899	Anemia, Diamond-Blackfan
DB00443	betamethasone	DB00860	prednisolone	C0011606	Exfoliative Dermatitis
DB00443	betamethasone	DB00860	prednisolone	C0004364	Autoimmune Diseases
DB00443	betamethasone	DB00860	prednisolone	C0036202	Sarcoidosis
DB00443	betamethasone	DB00860	prednisolone	C0405580	Adrenal Cortical Hypofunction
DB00443	betamethasone	DB00860	prednisolone	C0079773	cutaneous T-cell lymphoma (CTCL)
DB00443	betamethasone	DB00860	prednisolone	C0040147	thyroiditis
DB00443	betamethasone	DB00860	prednisolone	C0015230	Exanthema
DB00443	betamethasone	DB00860	prednisolone	C0001403	Addison's disease
DB00443	betamethasone	DB00860	prednisolone	C0036830	Serum Sickness
DB00443	betamethasone	DB00860	prednisolone	C0014742	Erythema Multiforme
DB00443	betamethasone	DB00860	prednisolone	C2607914	Allergic Rhinitis (Disorder)
DB00443	betamethasone	DB00860	prednisolone	C0024138	Lupus Erythematosus, Discoid
DB00443	betamethasone	DB00860	prednisolone	C0002880	Autoimmune Hemolytic Anemia
DB00443	betamethasone	DB00860	prednisolone	C0026769	multiple sclerosis
DB00443	betamethasone	DB00860	prednisolone	C0011615	Dermatitis, Atopic
DB00443	betamethasone	DB00860	prednisolone	C0010346	Crohn's disease
DB00443	betamethasone	DB00860	prednisolone	C0023449	Acute Lymphocytic Leukemia
DB00443	betamethasone	DB00860	prednisolone	C0014356	Enterocolitis
DB00443	betamethasone	DB00860	prednisolone	C0004096	asthma
DB00443	betamethasone	DB00860	prednisolone	C0003868	Arthritis, Gouty
DB00773	etoposide	DB01234	dexamethasone	C0026948	Mycosis Fungoides
DB11950	teneligliptin	DB00331	metformin	C0011849	diabetes mellitus
DB00063	eptifibatide	DB00758	clopidogrel	C0027051	Myocardial Infarction
DB00063	eptifibatide	DB00758	clopidogrel	C0040053	thrombosis
DB00063	eptifibatide	DB00758	clopidogrel	C0948089	acute coronary syndrome (ACS)
DB01418	acenocoumarol	DB00682	warfarin	C0040053	thrombosis
DB01418	acenocoumarol	DB00682	warfarin	C0040038	Thromboembolism
DB01418	acenocoumarol	DB00682	warfarin	C0149871	deep vein thrombosis (DVT)
DB01204	mitoxantrone	DB00060	INTERFERON BETA-1A,RECOMBINANT	C0751967	Multiple Sclerosis, Relapsing-Remitting
DB11712	tezacaftor	DB08820	ivacaftor	C0010674	cystic fibrosis
DB01262	decitabine	DB00928	azacitidine	C0002871	anemia
DB01262	decitabine	DB00928	azacitidine	C0002894	Refractory Anaemia With Excess Blasts
DB01262	decitabine	DB00928	azacitidine	C0002893	Refractory Anemias
DB01262	decitabine	DB00928	azacitidine	C0023480	chronic myelomonocytic leukemia (CMMoL)
DB00635	prednisone	DB05679	Ustekinumab	C0033860	psoriasis
DB00635	prednisone	DB05679	Ustekinumab	C0003872	psoriatic arthritis
DB08907	canagliflozin	DB00222	glimepiride	C0020456	hyperglycemia
DB08907	canagliflozin	DB00222	glimepiride	C0011860	Diabetes Mellitus, Non-Insulin-Dependent
DB08907	canagliflozin	DB00222	glimepiride	C0011849	diabetes mellitus
DB08907	canagliflozin	DB01261	sitagliptin	C0020456	hyperglycemia
DB08907	canagliflozin	DB01261	sitagliptin	C0011860	Diabetes Mellitus, Non-Insulin-Dependent
DB08907	canagliflozin	DB01261	sitagliptin	C0011849	diabetes mellitus
DB01233	metoclopramide	DB00904	ondansetron	C0042963	vomiting
DB01233	metoclopramide	DB00904	ondansetron	C0027497	nausea
DB00635	prednisone	DB09053	ibrutinib	C0023434	chronic lymphocytic leukemia (CLL)
DB00635	prednisone	DB09053	ibrutinib	C0024419	Waldenstrom's macroglobulinemia (WM)
DB01030	topotecan	DB09037	Pembrolizumab	C0007131	Non-Small Cell Lung Carcinoma
DB00966	telmisartan	DB01098	rosuvastatin	C0038454	stroke
DB01211	clarithromycin	DB01060	amoxicillin	C0155862	Streptococcal Pneumonia
DB01211	clarithromycin	DB01060	amoxicillin	C0029882	Otitis Media
DB01211	clarithromycin	DB01060	amoxicillin	C0037199	sinusitis
DB01211	clarithromycin	DB01060	amoxicillin	C0013295	Duodenal Ulcer
DB00313	Valproic Acid	DB00996	gabapentin	C0036572	seizures
DB00313	Valproic Acid	DB00996	gabapentin	C0014544	epilepsy
DB00443	betamethasone	DB02300	calcipotriol	C0033860	psoriasis
DB00502	haloperidol	DB00477	chlorpromazine	C0033975	Psychotic Disorders
DB00502	haloperidol	DB00477	chlorpromazine	C0036341	schizophrenia
DB00851	dacarbazine	DB00997	doxorubicin	C0027819	neuroblastoma
DB00851	dacarbazine	DB00997	doxorubicin	C0019829	Hodgkin's lymphoma
DB09048	netupitant	DB00377	palonosetron	C0042963	vomiting
DB09048	netupitant	DB00377	palonosetron	C0027497	nausea
DB00190	carbidopa	DB01235	levodopa	C0242422	Parkinsonian Disorders
DB00190	carbidopa	DB01235	levodopa	C0030567	Parkinson's Disease
DB00813	Fentanyl	DB00316	paracetamol	C0030193	Pain
DB01248	docetaxel	DB06699	degarelix	C0376358	Malignant Neoplasm Of Prostate
DB01212	ceftriaxone	DB01137	levofloxacin	C0032285	pneumonia
DB01016	glyburide	DB06292	dapagliflozin	C0020456	hyperglycemia
DB01016	glyburide	DB06292	dapagliflozin	C0011860	Diabetes Mellitus, Non-Insulin-Dependent
DB01016	glyburide	DB06292	dapagliflozin	C0011849	diabetes mellitus
DB00032	Follicle Stimulating Hormone	DB00066	DB00066	C0021359	infertility
DB00871	terbutaline	DB00297	bupivacaine	C0033774	Pruritus
DB06262	droxidopa	DB00190	carbidopa	C0030567	Parkinson's Disease
DB00388	phenylephrine	DB00809	tropicamide	C0026961	Mydriasis
DB05578	Ramucirumab	DB00762	irinotecan	C0007131	Non-Small Cell Lung Carcinoma
DB06774	capsaicin	DB01050	ibuprofen	C0231528	muscle pain
DB06774	capsaicin	DB01050	ibuprofen	C0003873	rheumatoid arthritis
DB00829	diazepam	DB00683	Midazolam	C0003467	anxiety
DB00829	diazepam	DB00683	Midazolam	C0038220	status epilepticus
DB01254	dasatinib	DB00619	imatinib	C0023473	chronic myeloid leukemia (CML)
DB01254	dasatinib	DB00619	imatinib	C0023472	Leukemia, Myeloid, Accelerated Phase
DB01254	dasatinib	DB00619	imatinib	C1960397	Philadelphia Chromosome-Positive Acute Lymphoblastic Leukemia
DB01254	dasatinib	DB00619	imatinib	C0005699	Blast Phase
DB00388	phenylephrine	DB00368	norepinephrine	C0020649	hypotension
DB00388	phenylephrine	DB00368	norepinephrine	C0036983	Septic Shock
DB00945	aspirin	DB01050	ibuprofen	C0018681	headache
DB00945	aspirin	DB01050	ibuprofen	C0231528	muscle pain
DB00945	aspirin	DB01050	ibuprofen	C0030193	Pain
DB00945	aspirin	DB01050	ibuprofen	C0013390	Dysmenorrhea
DB00945	aspirin	DB01050	ibuprofen	C0015967	fever
DB00945	aspirin	DB01050	ibuprofen	C0018099	gout
DB00945	aspirin	DB01050	ibuprofen	C0038013	ankylosing spondylitis
DB00945	aspirin	DB01050	ibuprofen	C0029408	osteoarthritis
DB00945	aspirin	DB01050	ibuprofen	C0003873	rheumatoid arthritis
DB00945	aspirin	DB01050	ibuprofen	C0149931	Migraine Disorders
DB00682	warfarin	DB06605	apixaban	C0040053	thrombosis
DB00682	warfarin	DB06605	apixaban	C0004238	atrial fibrillation (AF)
DB00682	warfarin	DB06605	apixaban	C0034065	pulmonary embolism (PE)
DB00682	warfarin	DB06605	apixaban	C0149871	deep vein thrombosis (DVT)
DB00313	Valproic Acid	DB00186	lorazepam	C0014544	epilepsy
DB00313	Valproic Acid	DB00186	lorazepam	C0014553	Absence Epilepsy
DB01262	decitabine	DB01234	dexamethasone	C0002871	anemia
DB00682	warfarin	DB06695	DB06695	C0040053	thrombosis
DB00682	warfarin	DB06695	DB06695	C0004238	atrial fibrillation (AF)
DB00612	bisoprolol	DB00264	metoprolol	C0027051	Myocardial Infarction
DB00612	bisoprolol	DB00264	metoprolol	C0020538	Hypertensive disease
DB01156	bupropion	DB00215	citalopram	C0011581	Depressive disorder
DB01156	bupropion	DB00215	citalopram	C1269683	Major Depressive Disorder
DB00860	prednisolone	DB01234	dexamethasone	C0005138	Berylliosis
DB00860	prednisolone	DB01234	dexamethasone	C0030807	Pemphigus
DB00860	prednisolone	DB01234	dexamethasone	C0022568	Keratitis
DB00860	prednisolone	DB01234	dexamethasone	C0011616	contact dermatitis
DB00860	prednisolone	DB01234	dexamethasone	C0037274	Dermatologic disorders
DB00860	prednisolone	DB01234	dexamethasone	C0026948	Mycosis Fungoides
DB00860	prednisolone	DB01234	dexamethasone	C0009324	ulcerative colitis
DB00860	prednisolone	DB01234	dexamethasone	C0003872	psoriatic arthritis
DB00860	prednisolone	DB01234	dexamethasone	C0033860	psoriasis
DB00860	prednisolone	DB01234	dexamethasone	C0010043	Corneal Ulcer
DB00860	prednisolone	DB01234	dexamethasone	C0019829	Hodgkin's lymphoma
DB00860	prednisolone	DB01234	dexamethasone	C0020517	Hypersensitivity
DB00860	prednisolone	DB01234	dexamethasone	C0021390	inflammatory bowel disease
DB00860	prednisolone	DB01234	dexamethasone	C0002994	angioedema
DB00860	prednisolone	DB01234	dexamethasone	C0023052	Laryngeal Edema
DB00860	prednisolone	DB01234	dexamethasone	C0036508	seborrheic dermatitis
DB00860	prednisolone	DB01234	dexamethasone	C0038013	ankylosing spondylitis
DB00860	prednisolone	DB01234	dexamethasone	C0015397	Disorder of eye
DB00860	prednisolone	DB01234	dexamethasone	C0024301	follicular lymphoma
DB00860	prednisolone	DB01234	dexamethasone	C0027726	nephrotic syndrome
DB00860	prednisolone	DB01234	dexamethasone	C0002875	Cooley's anemia
DB00860	prednisolone	DB01234	dexamethasone	C0035854	rosacea
DB00860	prednisolone	DB01234	dexamethasone	C0003873	rheumatoid arthritis
DB00860	prednisolone	DB01234	dexamethasone	C0013604	edema
DB00860	prednisolone	DB01234	dexamethasone	C0024305	non-Hodgkin lymphoma (NHL)
DB00860	prednisolone	DB01234	dexamethasone	C0024141	Lupus Erythematosus, Systemic
DB00860	prednisolone	DB01234	dexamethasone	C0006114	Cerebral Edema
DB00860	prednisolone	DB01234	dexamethasone	C1260899	Anemia, Diamond-Blackfan
DB00860	prednisolone	DB01234	dexamethasone	C0011606	Exfoliative Dermatitis
DB00860	prednisolone	DB01234	dexamethasone	C0036202	Sarcoidosis
DB00860	prednisolone	DB01234	dexamethasone	C0015230	Exanthema
DB00860	prednisolone	DB01234	dexamethasone	C0040147	thyroiditis
DB00860	prednisolone	DB01234	dexamethasone	C0079773	cutaneous T-cell lymphoma (CTCL)
DB00860	prednisolone	DB01234	dexamethasone	C0405580	Adrenal Cortical Hypofunction
DB00860	prednisolone	DB01234	dexamethasone	C0001403	Addison's disease
DB00860	prednisolone	DB01234	dexamethasone	C0042164	Uveitis
DB00860	prednisolone	DB01234	dexamethasone	C0036830	Serum Sickness
DB00860	prednisolone	DB01234	dexamethasone	C0014742	Erythema Multiforme
DB00860	prednisolone	DB01234	dexamethasone	C2607914	Allergic Rhinitis (Disorder)
DB00860	prednisolone	DB01234	dexamethasone	C0022073	Iridocyclitis
DB00860	prednisolone	DB01234	dexamethasone	C0024138	Lupus Erythematosus, Discoid
DB00860	prednisolone	DB01234	dexamethasone	C0002880	Autoimmune Hemolytic Anemia
DB00860	prednisolone	DB01234	dexamethasone	C0026769	multiple sclerosis
DB00860	prednisolone	DB01234	dexamethasone	C0011615	Dermatitis, Atopic
DB00860	prednisolone	DB01234	dexamethasone	C0010346	Crohn's disease
DB00860	prednisolone	DB01234	dexamethasone	C0023449	Acute Lymphocytic Leukemia
DB00860	prednisolone	DB01234	dexamethasone	C0004096	asthma
DB00860	prednisolone	DB01234	dexamethasone	C0003868	Arthritis, Gouty
DB00959	methylprednisolone	DB01234	dexamethasone	C0005138	Berylliosis
DB00959	methylprednisolone	DB01234	dexamethasone	C0030807	Pemphigus
DB00959	methylprednisolone	DB01234	dexamethasone	C0011616	contact dermatitis
DB00959	methylprednisolone	DB01234	dexamethasone	C0037274	Dermatologic disorders
DB00959	methylprednisolone	DB01234	dexamethasone	C0026948	Mycosis Fungoides
DB00959	methylprednisolone	DB01234	dexamethasone	C0009324	ulcerative colitis
DB00959	methylprednisolone	DB01234	dexamethasone	C0003872	psoriatic arthritis
DB00959	methylprednisolone	DB01234	dexamethasone	C0033860	psoriasis
DB00959	methylprednisolone	DB01234	dexamethasone	C0029408	osteoarthritis
DB00959	methylprednisolone	DB01234	dexamethasone	C0019829	Hodgkin's lymphoma
DB00959	methylprednisolone	DB01234	dexamethasone	C0020517	Hypersensitivity
DB00959	methylprednisolone	DB01234	dexamethasone	C0021390	inflammatory bowel disease
DB00959	methylprednisolone	DB01234	dexamethasone	C0002994	angioedema
DB00959	methylprednisolone	DB01234	dexamethasone	C0023052	Laryngeal Edema
DB00959	methylprednisolone	DB01234	dexamethasone	C0036508	seborrheic dermatitis
DB00959	methylprednisolone	DB01234	dexamethasone	C0014335	enteritis
DB00959	methylprednisolone	DB01234	dexamethasone	C0038013	ankylosing spondylitis
DB00959	methylprednisolone	DB01234	dexamethasone	C0024301	follicular lymphoma
DB00959	methylprednisolone	DB01234	dexamethasone	C0027726	nephrotic syndrome
DB00959	methylprednisolone	DB01234	dexamethasone	C0015397	Disorder of eye
DB00959	methylprednisolone	DB01234	dexamethasone	C0002875	Cooley's anemia
DB00959	methylprednisolone	DB01234	dexamethasone	C0702166	Acne
DB00959	methylprednisolone	DB01234	dexamethasone	C0003873	rheumatoid arthritis
DB00959	methylprednisolone	DB01234	dexamethasone	C0024305	non-Hodgkin lymphoma (NHL)
DB00959	methylprednisolone	DB01234	dexamethasone	C0024141	Lupus Erythematosus, Systemic
DB00959	methylprednisolone	DB01234	dexamethasone	C0006114	Cerebral Edema
DB00959	methylprednisolone	DB01234	dexamethasone	C0002871	anemia
DB00959	methylprednisolone	DB01234	dexamethasone	C1260899	Anemia, Diamond-Blackfan
DB00959	methylprednisolone	DB01234	dexamethasone	C0011606	Exfoliative Dermatitis
DB00959	methylprednisolone	DB01234	dexamethasone	C0036202	Sarcoidosis
DB00959	methylprednisolone	DB01234	dexamethasone	C0015230	Exanthema
DB00959	methylprednisolone	DB01234	dexamethasone	C0040147	thyroiditis
DB00959	methylprednisolone	DB01234	dexamethasone	C0079773	cutaneous T-cell lymphoma (CTCL)
DB00959	methylprednisolone	DB01234	dexamethasone	C0405580	Adrenal Cortical Hypofunction
DB00959	methylprednisolone	DB01234	dexamethasone	C0001403	Addison's disease
DB00959	methylprednisolone	DB01234	dexamethasone	C0036830	Serum Sickness
DB00959	methylprednisolone	DB01234	dexamethasone	C0014742	Erythema Multiforme
DB00959	methylprednisolone	DB01234	dexamethasone	C2607914	Allergic Rhinitis (Disorder)
DB00959	methylprednisolone	DB01234	dexamethasone	C0020437	hypercalcemia
DB00959	methylprednisolone	DB01234	dexamethasone	C0024138	Lupus Erythematosus, Discoid
DB00959	methylprednisolone	DB01234	dexamethasone	C0002880	Autoimmune Hemolytic Anemia
DB00959	methylprednisolone	DB01234	dexamethasone	C0035457	Rhinitis, Allergic, Perennial
DB00959	methylprednisolone	DB01234	dexamethasone	C0026769	multiple sclerosis
DB00959	methylprednisolone	DB01234	dexamethasone	C0011615	Dermatitis, Atopic
DB00959	methylprednisolone	DB01234	dexamethasone	C0010346	Crohn's disease
DB00959	methylprednisolone	DB01234	dexamethasone	C0023449	Acute Lymphocytic Leukemia
DB00959	methylprednisolone	DB01234	dexamethasone	C0004096	asthma
DB00959	methylprednisolone	DB01234	dexamethasone	C0003868	Arthritis, Gouty
DB00046	Insulin Lispro	DB08882	linagliptin	C0020456	hyperglycemia
DB00046	Insulin Lispro	DB08882	linagliptin	C0011860	Diabetes Mellitus, Non-Insulin-Dependent
DB00046	Insulin Lispro	DB08882	linagliptin	C0011849	diabetes mellitus
DB08899	enzalutamide	DB01248	docetaxel	C0376358	Malignant Neoplasm Of Prostate
DB01306	insulin aspart, biphasic isophane [injection]	DB09564	Insulin Degludec	C0011849	diabetes mellitus
DB00047	Insulin Glargine	DB01306	insulin aspart, biphasic isophane [injection]	C2748055	Hypoinsulinaemia
DB00047	Insulin Glargine	DB01306	insulin aspart, biphasic isophane [injection]	C0011849	diabetes mellitus
DB00316	paracetamol	DB00788	naproxen	C0030193	Pain
DB00316	paracetamol	DB00788	naproxen	C0013390	Dysmenorrhea
DB00316	paracetamol	DB00788	naproxen	C0003862	joint pain
DB00316	paracetamol	DB00788	naproxen	C0015967	fever
DB00316	paracetamol	DB00788	naproxen	C0149931	Migraine Disorders
DB00264	metoprolol	DB01136	carvedilol	C0027051	Myocardial Infarction
DB00264	metoprolol	DB01136	carvedilol	C0020538	Hypertensive disease
DB08931	riociguat	DB08932	macitentan	C2973725	pulmonary arterial hypertension (PAH)
DB08995	diosmin	DB06228	rivaroxaban	C0149871	deep vein thrombosis (DVT)
DB12153	citicoline	DB00915	amantadine	C0030567	Parkinson's Disease
DB00550	propylthiouracil	DB00763	methimazole	C0018021	goiter
DB00550	propylthiouracil	DB00763	methimazole	C0018213	Grave's disease
DB00550	propylthiouracil	DB00763	methimazole	C0020550	hyperthyroidism
DB09035	Nivolumab	DB09037	Pembrolizumab	C0007131	Non-Small Cell Lung Carcinoma
DB01005	hydroxyurea	DB00853	temozolomide	C0025202	melanoma
DB01225	Enoxaparin	DB06228	rivaroxaban	C0149871	deep vein thrombosis (DVT)
DB00480	lenalidomide	DB09331	daratumumab	C0026764	multiple myeloma
DB06292	dapagliflozin	DB09038	empagliflozin	C0020456	hyperglycemia
DB06292	dapagliflozin	DB09038	empagliflozin	C0011860	Diabetes Mellitus, Non-Insulin-Dependent
DB06292	dapagliflozin	DB09038	empagliflozin	C0011849	diabetes mellitus
DB05578	Ramucirumab	DB09035	Nivolumab	C0007131	Non-Small Cell Lung Carcinoma
DB00860	prednisolone	DB00945	aspirin	C0024141	Lupus Erythematosus, Systemic
DB00860	prednisolone	DB00945	aspirin	C0038013	ankylosing spondylitis
DB00860	prednisolone	DB00945	aspirin	C0003873	rheumatoid arthritis
DB09143	sonidegib	DB00724	imiquimod	C0007117	basal cell carcinoma (BCC)
DB09128	brexpiprazole	DB00476	duloxetine	C1269683	Major Depressive Disorder
DB09128	brexpiprazole	DB00472	fluoxetine	C1269683	Major Depressive Disorder
DB09128	brexpiprazole	DB01175	escitalopram	C1269683	Major Depressive Disorder
DB09128	brexpiprazole	DB00715	paroxetine	C1269683	Major Depressive Disorder
DB00916	metronidazole	DB00736	esomeprazole	C0013295	Duodenal Ulcer
DB05578	Ramucirumab	DB00441	gemcitabine	C0007131	Non-Small Cell Lung Carcinoma
DB06605	apixaban	DB06695	DB06695	C0040053	thrombosis
DB06605	apixaban	DB06695	DB06695	C0004238	atrial fibrillation (AF)
DB06605	apixaban	DB06695	DB06695	C0038454	stroke
DB06228	rivaroxaban	DB06695	DB06695	C0040053	thrombosis
DB06228	rivaroxaban	DB06695	DB06695	C1861172	Venous Thromboembolism
DB06228	rivaroxaban	DB06695	DB06695	C0004238	atrial fibrillation (AF)
DB06228	rivaroxaban	DB06695	DB06695	C0038454	stroke
DB00210	adapalene	DB00254	doxycycline	C0702166	Acne
DB00482	celecoxib	DB00945	aspirin	C0038013	ankylosing spondylitis
DB00482	celecoxib	DB00945	aspirin	C0029408	osteoarthritis
DB00482	celecoxib	DB00945	aspirin	C0003873	rheumatoid arthritis
DB00482	celecoxib	DB00945	aspirin	C0013390	Dysmenorrhea
DB00916	metronidazole	DB01327	cefazolin	C0149725	Lower respiratory tract infection
DB00916	metronidazole	DB01327	cefazolin	C2242472	Infection of bone
DB00187	esmolol	DB00281	lidocaine	C0042514	ventricular tachycardia (VT)
DB00481	raloxifene	DB06643	Denosumab	C0029458	Osteoporosis, Postmenopausal
DB00481	raloxifene	DB06643	Denosumab	C0029456	osteoporosis
DB00421	spironolactone	DB00381	amlodipine	C0020538	Hypertensive disease
DB00381	amlodipine	DB00808	indapamide	C0020538	Hypertensive disease
DB00443	betamethasone	DB01234	dexamethasone	C0005138	Berylliosis
DB00443	betamethasone	DB01234	dexamethasone	C0030807	Pemphigus
DB00443	betamethasone	DB01234	dexamethasone	C0011616	contact dermatitis
DB00443	betamethasone	DB01234	dexamethasone	C0037274	Dermatologic disorders
DB00443	betamethasone	DB01234	dexamethasone	C0026948	Mycosis Fungoides
DB00443	betamethasone	DB01234	dexamethasone	C0003872	psoriatic arthritis
DB00443	betamethasone	DB01234	dexamethasone	C0033860	psoriasis
DB00443	betamethasone	DB01234	dexamethasone	C0019829	Hodgkin's lymphoma
DB00443	betamethasone	DB01234	dexamethasone	C0020517	Hypersensitivity
DB00443	betamethasone	DB01234	dexamethasone	C0021390	inflammatory bowel disease
DB00443	betamethasone	DB01234	dexamethasone	C0002994	angioedema
DB00443	betamethasone	DB01234	dexamethasone	C0023052	Laryngeal Edema
DB00443	betamethasone	DB01234	dexamethasone	C0036508	seborrheic dermatitis
DB00443	betamethasone	DB01234	dexamethasone	C0038013	ankylosing spondylitis
DB00443	betamethasone	DB01234	dexamethasone	C0015397	Disorder of eye
DB00443	betamethasone	DB01234	dexamethasone	C0027726	nephrotic syndrome
DB00443	betamethasone	DB01234	dexamethasone	C0024301	follicular lymphoma
DB00443	betamethasone	DB01234	dexamethasone	C0002875	Cooley's anemia
DB00443	betamethasone	DB01234	dexamethasone	C0003873	rheumatoid arthritis
DB00443	betamethasone	DB01234	dexamethasone	C0013604	edema
DB00443	betamethasone	DB01234	dexamethasone	C0024305	non-Hodgkin lymphoma (NHL)
DB00443	betamethasone	DB01234	dexamethasone	C0024141	Lupus Erythematosus, Systemic
DB00443	betamethasone	DB01234	dexamethasone	C0006114	Cerebral Edema
DB00443	betamethasone	DB01234	dexamethasone	C1260899	Anemia, Diamond-Blackfan
DB00443	betamethasone	DB01234	dexamethasone	C0011606	Exfoliative Dermatitis
DB00443	betamethasone	DB01234	dexamethasone	C0036202	Sarcoidosis
DB00443	betamethasone	DB01234	dexamethasone	C0405580	Adrenal Cortical Hypofunction
DB00443	betamethasone	DB01234	dexamethasone	C0079773	cutaneous T-cell lymphoma (CTCL)
DB00443	betamethasone	DB01234	dexamethasone	C0040147	thyroiditis
DB00443	betamethasone	DB01234	dexamethasone	C0015230	Exanthema
DB00443	betamethasone	DB01234	dexamethasone	C0001403	Addison's disease
DB00443	betamethasone	DB01234	dexamethasone	C0036830	Serum Sickness
DB00443	betamethasone	DB01234	dexamethasone	C0014742	Erythema Multiforme
DB00443	betamethasone	DB01234	dexamethasone	C2607914	Allergic Rhinitis (Disorder)
DB00443	betamethasone	DB01234	dexamethasone	C0024138	Lupus Erythematosus, Discoid
DB00443	betamethasone	DB01234	dexamethasone	C0002880	Autoimmune Hemolytic Anemia
DB00443	betamethasone	DB01234	dexamethasone	C0026769	multiple sclerosis
DB00443	betamethasone	DB01234	dexamethasone	C0011615	Dermatitis, Atopic
DB00443	betamethasone	DB01234	dexamethasone	C0010346	Crohn's disease
DB00443	betamethasone	DB01234	dexamethasone	C0023449	Acute Lymphocytic Leukemia
DB00443	betamethasone	DB01234	dexamethasone	C0004096	asthma
DB00443	betamethasone	DB01234	dexamethasone	C0003868	Arthritis, Gouty
DB06273	Tocilizumab	DB00635	prednisone	C0003873	rheumatoid arthritis
DB01268	sunitinib	DB08875	cabozantinib	C0007134	renal cell carcinoma (RCC)
DB00032	Follicle Stimulating Hormone	DB00094	DB00094	C0021359	infertility
DB00860	prednisolone	DB09029	secukinumab	C0033860	psoriasis
DB00860	prednisolone	DB09029	secukinumab	C0003873	rheumatoid arthritis
DB00860	prednisolone	DB09029	secukinumab	C0042164	Uveitis
DB00635	prednisone	DB08895	tofacitinib	C0003873	rheumatoid arthritis
DB00268	ropinirole	DB00996	gabapentin	C0035258	restless leg syndrome
DB00268	ropinirole	DB00996	gabapentin	C0013384	Dyskinetic Syndrome
DB00268	ropinirole	DB00996	gabapentin	C0030567	Parkinson's Disease
DB00806	pentoxifylline	DB01076	atorvastatin	C0038454	stroke
DB00396	progesterone	DB00378	dydrogesterone	C0021359	infertility
DB01222	budesonide	DB09273	doxofylline	C0004096	asthma
DB00695	furosemide	DB00999	hydrochlorothiazide	C0020538	Hypertensive disease
DB00695	furosemide	DB00999	hydrochlorothiazide	C0018802	congestive heart failure
DB00695	furosemide	DB00999	hydrochlorothiazide	C0013604	edema
DB00695	furosemide	DB00999	hydrochlorothiazide	C0027726	nephrotic syndrome
